Year,Africa Eastern and Southern,Africa Western and Central,Australia,Austria,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,"Bahamas, The",Belize,Bolivia,Brazil,Botswana,Central African Republic,Canada,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Costa Rica,Caribbean small states,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,Ecuador,Euro area,Spain,Fragile and conflict affected situations,Finland,Fiji,France,Gabon,United Kingdom,Ghana,Greece,Guatemala,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Haiti,IBRD only,IDA & IBRD total,IDA total,IDA blend,IDA only,India,Ireland,Iceland,Italy,Jamaica,Kenya,St. Kitts and Nevis,"Korea, Rep.",Latin America & Caribbean (excluding high income),Latin America & Caribbean,Sri Lanka,Lower middle income,Low & middle income,Lesotho,Late-demographic dividend,Luxembourg,Morocco,Madagascar,Mexico,Middle income,Malawi,Malaysia,North America,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,OECD members,Pakistan,Panama,Peru,Philippines,Papua New Guinea,Pre-demographic dividend,Puerto Rico,Portugal,Post-demographic dividend,Rwanda,South Asia,Sudan,Senegal,Singapore,Sierra Leone,Sub-Saharan Africa (excluding high income),Sub-Saharan Africa,Suriname,Sweden,Eswatini,Seychelles,Chad,East Asia & Pacific (IDA & IBRD countries),Togo,Thailand,Latin America & the Caribbean (IDA & IBRD countries),South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Turkey,Uganda,Upper middle income,Uruguay,United States,St. Vincent and the Grenadines,World,South Africa,Zambia,Zimbabwe
1998,249723389130.704,122621303104.932,398899138574.239,218259904401.956,893770806.077641,258528339631.029,2455092688.1478,2804902248.28537,49984559471.3656,6833220000.0,689140012.18537,8497545598.08352,863723411632.917,4790458837.17078,967338348.658314,634000000000.0,81577430181.4074,1029043097558.91,12612033728.8572,10831221907.1117,6215716712.29467,1949481296.60762,98443739941.1664,13684255950.4646,30129171346.6477,21672231760.6491,48187747528.899,1432627687348.96,2871235559318.94,27981896948.4742,7149233472666.7,619214834614.099,331934049166.086,134038718291.055,1653160861.68714,1503108739159.44,4483417119.83928,1651618085458.76,7480968858.13149,144428172489.335,19395491992.9939,717530683.169567,25762351725382.6,168886163221.567,6366340265.87888,153676807118.387,3723909226.86781,5502655624354.39,5911745537532.81,409944717438.385,173354045166.022,235744740521.608,421351477504.743,90121737131.3222,8503693098.62271,1270052525928.4,8787195622.43502,14093998843.7334,383257331.40548,383330931042.356,2019908963817.85,2300396012666.5,15794972847.1683,1318304965646.23,5539519842486.23,928458205.958432,3354268663719.97,20209122027.1171,41806219378.6181,4401967499.25594,526502129378.284,5438327609040.41,1750584265.28754,72167498980.8398,9699948950000.0,2643363406.97664,54604050168.1818,4635267224.84195,438008220395.468,154163364302.66,4856255044.39064,25671310941860.3,62191955814.3478,11575486400.0,55501467877.381,72207028767.7598,3789443014.61662,211203444666.54,54086400000.0,123946327916.296,24639497506377.3,1989343495.21844,558424594165.819,11250327988.0478,6505607633.36937,85728310229.4455,672375927.347148,370689205935.473,371301751582.431,1110850000.0,270809066780.714,1576904292.4588,608369282.225727,1744794457.276,1429685178776.19,1587345950.9743,113675561057.462,2199622005342.07,558424594165.819,371301751582.432,6043694330.21609,275967393939.394,6584815846.52754,4119326708403.26,25385928188.7719,9062818202000.0,373618518.518519,31400579789560.5,137774361015.14,3537683046.02331,6401968200.0
1999,246421647180.525,130198655013.551,388608221581.652,217185787342.851,808077223.365746,258158533986.789,3677393996.83767,3389566982.51573,51270569883.5275,7683870000.0,732732353.17635,8285075872.27307,599388579985.673,5484257417.17844,999477510.686632,678412196271.118,75173794497.0321,1093997267277.1,12376639822.9265,10706445653.2883,4711259427.27273,2353909563.94122,86186158684.7685,14254866288.1546,31944649115.6763,22136621337.0889,48640653469.3025,1575922637667.81,3038999464044.55,19645272636.3182,7114007930529.7,634693160025.57,373059286841.223,135218410398.466,1936484565.39399,1492647560196.04,4662992036.2073,1682174405436.01,7719354838.70968,142540728744.939,18318412251.3642,694754988.258295,27059689480431.3,165768095391.557,6414520529.61672,154609242488.931,4153736347.44223,5358186624891.76,5778499502390.85,422283044595.869,180693200742.665,240520764703.083,458820417337.807,98730943959.088,8982047589.4895,1252023758789.69,8887061866.89206,12896013576.7324,406595484.373262,497512659612.052,1791525473959.71,2075535347332.38,15656327859.5696,1424291847506.24,5416094830005.56,912771290.61298,3099013742361.39,22235929043.2559,41632027599.8531,4277903780.29131,600232874042.927,5314703129512.37,1775921718.10534,79148421052.6316,10312400831271.1,2537790022.73535,59372613485.6576,4855717874.68247,446898572341.786,162284465073.341,5033642384.10596,26953310114773.7,62973855718.8874,12130252200.0,50187324567.883,82995145792.9341,3477038204.01733,231806144233.427,57841000000.0,127427343916.471,25862526638965.8,2155659412.6104,598323918709.828,10682045258.3647,6632847740.26753,86284660766.9617,669384768.87263,375045435107.252,375672761692.046,886290697.674419,274072182416.731,1547884442.26205,622985493.682733,1534673583.2487,1572685812139.22,1576672791.65481,126669064386.717,1968277262699.81,598323918709.828,375672761692.047,6808982520.75759,256385525071.633,5998563257.94659,3890395471546.51,23983945190.6202,9630664202000.0,390718518.518519,32582769394308.2,136631966609.379,3404311976.54941,6858013100.0
2000,267613767300.711,134150161633.262,415222633925.768,196799778883.361,870486065.883137,236204532891.1,3519991440.3235,2968369991.46729,53369787318.6245,8076470000.0,832072464.652775,8397912509.09679,655420645476.906,5788329609.15755,914500299.097034,744773415931.587,77860932151.8471,1211346869600.41,10743706069.2079,10109045070.7398,19088046305.7971,3227927593.04316,99886577330.7271,15013629665.1416,34218221475.4776,24305717541.6371,54790379458.8877,1733454057731.44,3306967998299.72,18327764882.4412,6479517906677.19,596877648793.072,439118946063.306,125706651925.557,1678239218.26553,1362248940482.77,5080483463.99928,1658193372673.63,4983024408.14828,130133845586.88,19288827158.9035,712667896.727512,27607702368513.5,171668164082.555,7186650135.43927,169513712116.789,6868666119.64488,5833832943657.87,6300214427008.06,468819560579.68,206247566076.232,261066777793.371,468394937262.37,99871239174.4979,9025660361.75842,1143829832319.88,9005064474.93003,12705357103.0056,421695769.843918,576178114168.494,1980848958476.75,2292389832740.98,16330814179.9766,1498024214095.18,5918005533167.28,887295267.875155,3403182639605.58,21263514833.2412,38857251336.3448,4629247090.97816,707906744574.644,5795021107067.58,1743506531.32652,93789736842.1053,11000599098931.6,2241753120.21267,69448756932.5833,5107329007.0922,416442786069.652,171247131268.604,5494252207.90502,27528368824762.0,82017743416.2841,12304115000.0,51744749133.213,83670261708.0014,3521339699.07407,270787378668.46,61701800000.0,118310710337.203,26294186756224.7,2067528500.40621,630429061929.228,12257418326.0734,6046725378.19906,96074477958.2367,635874002.198748,400051876330.826,400670617745.589,947671969.69697,262835454366.855,1738100853.05052,614879764.780006,1388506726.62093,1729893674618.34,1491891107.95711,126392233706.79,2177510874333.03,630429061929.228,400670617745.59,8154338232.95978,274302959053.103,6193246837.09687,4297006190469.71,22823255801.8447,10252345464000.0,396262962.962963,33651286409460.8,136361854808.496,3600683039.73254,6689957600.0
2001,241472709667.314,141862545777.662,378376086723.194,197337879194.631,876794723.068586,236541297539.15,3666222633.83624,3190371050.45524,53991289844.3291,8317830000.0,868358727.467205,8141537937.61068,559372276081.966,5489608299.66445,931833302.752857,738981792355.372,70979923960.3742,1339395718862.89,11202353584.6713,10380401988.7009,7438189100.33333,2796704577.3082,98211749595.5442,15976174336.9721,35249133288.9284,25601765400.5153,54744725765.7191,1846557678858.12,3274588936680.55,24468324000.0,6590492526018.28,627286800894.855,425219188703.996,129421029082.774,1652464201.00149,1376465324384.79,5023265365.25169,1638656974233.48,5314909953.92992,136191353914.989,18405203853.1036,712167575.624277,27345292426677.5,169403241524.337,7651174661.42872,162102263972.917,6364908099.76038,5906253561091.4,6369888750457.69,465871870449.608,205813939996.97,258521823202.305,485441014538.638,109181142729.306,8234846804.60582,1167012796420.58,9194717835.99985,12986007425.8781,458643829.014199,547658231279.87,1925705028049.1,2242465755431.33,15749753804.8344,1531746222986.39,5970741847656.37,825706961.238689,3517587452666.1,21272418791.9463,39459581217.3759,5438332738.10373,756706300589.791,5854743134260.79,1716502862.2954,92783947368.4211,11324483674355.4,2448714680.56221,74030364472.0506,5323146565.70315,431213422818.792,173972218824.027,6007055042.17687,27282684105617.7,79484403984.8849,12502013400.0,52030158775.4055,78921079687.8769,3081024212.42924,255989031140.178,69208400000.0,121498889485.459,26053316129150.4,1965444514.89971,645870273837.063,13182979783.533,6539623162.79803,89794943349.8912,1090467712.30773,381998011477.48,382624426175.664,834279357.798165,242395852494.409,1542477355.35654,622262057.191635,1710843360.64955,1842766054342.46,1482437752.05739,120296476180.402,2118889299200.43,645870273837.063,382624426175.664,8824873259.32105,201751148417.102,5840503868.57246,4323005063870.51,20898788416.6348,10581821399000.0,430040740.740741,33447171142102.4,121514658737.165,4094480988.11931,6777384700.0
2002,247009474649.695,170531894804.468,394648911678.527,213377771503.858,825394490.159111,257157820440.429,4194342689.26268,3622350203.94595,54724081490.5102,8881160000.0,925197971.508255,7905485216.17852,507962487700.024,5438857106.73536,991387870.12463,760649334098.005,69736811435.1032,1470550015077.93,12405208665.4831,11634008832.7568,8728038525.14034,3034251042.07329,97963003804.7851,16578820687.2881,36990732783.7308,27137508656.8522,56760318215.3036,2047031065026.03,3182101939067.11,28548945000.0,7166143619599.0,705394315829.098,410697546588.163,139738377564.465,1833279985.36741,1494286655373.61,5335451307.54323,1780082434052.76,6166330136.2948,153830946734.425,20444205991.025,726131434.715338,28497875152754.0,166349228737.386,7858235333.4834,174116173890.062,6106867933.51625,5994977399064.98,6496622925532.17,504753408943.887,227295358596.998,275593890301.532,514937948870.08,127946590438.547,9318395054.85934,1270712309429.7,9719017925.92929,13147743910.7241,481077373.669966,627246081417.004,1731482311607.51,2012048308089.64,16536535647.0834,1641152542728.41,6125443508073.8,775780697.676625,3726456381846.24,23616328816.1114,42236836820.6152,5351701534.15801,772106378935.377,6000979292472.18,3495748397.63025,100845526315.789,11701005616098.0,2782192986.95772,95385819320.5737,5224213017.54386,471613965744.401,195524186477.617,6050875806.66403,28458472196802.5,79904985384.8652,12994310400.0,54777553515.0809,84307291973.8158,2999511040.19764,293685724768.71,71623500000.0,134156091661.961,27167091609749.0,1964779920.78511,677627487567.085,14803189092.7044,7037368538.17975,92537752708.5893,1253340519.53311,416443375025.631,417145670024.173,1093574468.08511,266849061835.659,1432228172.702,697518248.175182,1997005786.54118,2042817041063.92,1706698099.44513,134300851255.002,1884432437951.77,677627487567.085,417145670024.173,9008273720.93395,240253216295.117,6178563590.89254,4359826749743.77,13606494599.4261,10936419054000.0,461885185.185185,34724863149603.8,115482368343.658,4193845678.17033,6342116400.0
2003,325890209856.69,197384166042.614,466488060570.763,261695778781.038,784654423.620476,317381715575.621,5349258092.89116,4740768355.22974,60158929188.2556,8870090000.0,983575615.245365,8082364868.39357,558319920831.979,7511582173.37724,1139754799.16304,895540646634.787,75643459839.6008,1660287965663.89,15340993079.1206,14581533773.0433,8937567059.87754,3503723244.83607,94641378693.223,17271760506.9483,39545920869.4963,21403167848.1444,67863841333.4195,2314322225877.23,3537481540691.09,32432858000.0,8842850733589.03,905492099322.799,422723561464.952,171274266365.688,2300453634.34962,1840480812641.08,6511903657.44009,2050919183673.47,7632406552.83803,201924269751.693,21576351798.9145,743064076.794567,31950393478197.3,161384522525.299,8230387552.2259,197281660319.185,5000238128.66769,6735327226178.99,7295985756874.69,564093821517.396,255069084599.539,306909263344.766,607699285433.872,164259648984.199,11429333037.8443,1574145823927.77,9430230564.4699,14904517649.8476,469869869.86987,702717332012.991,1773300252218.28,2054973027040.79,18881765437.2151,1885356842821.41,6904111272750.56,1157832934.55127,4247010409763.59,29557325056.4334,52064058833.9739,6372498719.84613,729336319677.449,6766264566448.44,3208837077.25069,110202368421.053,12357971049634.8,3394084884.67098,104911947834.122,5322454925.84746,578792325056.433,228858506821.841,6330473096.54071,31848492628064.7,91760542940.0717,13693981200.0,58731030121.8671,87039145965.2826,3536411824.2958,318726172382.0,74827400000.0,164862142212.19,30472518993901.8,2137093489.31936,791002717916.674,17646503525.1743,8810461468.01141,97645448283.7791,1385810072.19217,521682838646.596,522392335561.648,1274190311.41869,334337212322.076,2197612767.195,705704816.042365,2742815194.54993,2309582280564.94,2115836353.1204,152280677649.055,1921340497700.76,791002717916.674,522392335561.648,11305459802.0683,314592428076.487,6606884390.78019,4880907723627.02,12045631092.5353,11458243878000.0,481807407.407407,38947772548138.2,175256916996.047,4901839731.26571,5727591800.0
2004,404799681394.14,245856459111.752,612490396927.017,300904221504.842,915257323.3961,368537000248.324,6190270377.07555,5451688868.42974,65108544250.0425,9055290000.0,1051386576.48391,8773451738.91129,669316654017.094,8957467706.5354,1270080250.65268,1026690238278.25,99210392857.6116,1955347004965.69,16584164236.2204,17462229588.9923,10297483481.223,4656975222.72243,117081522349.677,18610594846.2083,43259612434.0189,22322395368.0274,85332581188.6107,2683390811016.86,4113241766951.7,36591661000.0,10141488215183.0,1067093369754.16,534800211930.781,197116960516.514,2708078476.63012,2115742488204.62,7770219479.72648,2412045038447.46,8881368538.07671,240521261484.976,23577286226.6407,787814379.183843,35564034458710.2,169099768875.193,8869311410.95131,226393350920.849,6005401729.71229,8028018379609.9,8684751170170.74,660606024233.447,310751074106.68,347009511029.298,709148514804.659,193927356592.997,13825302535.7699,1803226967966.23,10174664853.9476,16095337093.8366,506900000.0,793175007858.066,2023229633944.63,2368315499919.04,20662525941.2985,2184904551979.59,8196269775282.66,1511236655.52047,5106325375252.73,34685281847.5292,59626020162.3816,5064732715.72615,782240601984.76,8036346846288.66,3476094498.87517,124749473684.211,13244904088278.2,3760443965.72976,136385979322.437,5795568204.64532,657171591755.649,264511630666.983,7273938314.71988,35456244725466.6,107759683863.123,15013381700.0,66768703497.5687,95002028504.6904,3927157866.96465,398206423909.425,80322313000.0,189034502110.752,33857505694163.8,2375281626.60252,917089339402.252,21457470202.7839,10133399582.9999,115035498757.543,1448536630.88143,648725839889.244,649569376718.435,1484092538.40527,385118044877.465,2770082822.46579,839319927.272727,4422855929.21428,2677980213074.93,2259992642.29014,172895749632.046,2225083643774.64,917089339402.252,649569376718.435,13280275123.0354,408876042651.701,7939487473.86318,5851442294309.07,13686329890.1191,12213729147000.0,521974074.074074,43883083091157.9,228590027400.653,6221077674.77871,5805598400.0
2005,470509677443.763,302110792974.068,693407758231.845,315974418604.651,1117113045.65222,385570948886.954,6567654958.7537,6146352742.03313,69442943089.4309,9836200000.0,1102564880.0365,9549077869.10651,891630177251.068,9918907108.09702,1337362392.15225,1173108598778.68,122964812046.073,2285965892364.2,17091723906.153,17951220881.4502,11964484667.9102,6647357442.08986,145619191582.061,20040642476.9817,48918948073.756,35777570135.5225,103198251003.394,3108683042738.35,4794874941278.2,41507085000.0,10519196931753.9,1153285660987.44,672875570472.929,204809103345.355,2980484920.16558,2196126103718.44,9582783318.3881,2532796363636.36,10744675209.8984,247783002114.165,26783543667.064,824880550.343965,37616401276103.2,181570082162.19,9757034456.7578,258373453067.671,7049954288.93905,9600004965336.73,10363985913637.3,768202754255.837,371615293327.313,392965288694.423,820381595512.902,211703631389.131,16852963067.0496,1857524312896.41,11243868485.7428,18737897744.7948,547203703.703704,934901071332.984,2448474065327.53,2863667322764.17,24405791044.7761,2540565157695.38,9763317277415.51,1682350934.85132,6163883672646.31,37347394602.6614,62343022650.8742,5859269849.14523,877476221382.101,9575812124828.89,3655909664.1423,143534102611.497,14214616964778.7,4383315656.99096,176134087150.341,6321335612.22233,685092650167.89,308884284051.222,8130258041.46706,37509638199619.0,120055291992.938,16374393900.0,76060606060.6061,107419961717.693,4865892972.27595,496717151820.442,83914521300.0,197180330804.626,35644199269793.4,2932213574.70995,1050585317863.97,26524538565.7403,11069290804.0915,127807618360.971,1650494366.99875,770647337705.16,771570433818.662,1793388732.29125,392218088878.779,3178126554.80949,919103254.545455,6649307057.03314,3102503674351.97,2281482855.46518,189318549680.384,2709220356221.26,1050585317863.97,771570433818.662,15982282462.3786,506308311476.63,9239221858.55839,7035246967133.52,17362857683.8545,13036640230000.0,550729629.62963,47535251474132.3,257772710832.953,8331870169.14977,5755215200.0
2006,532138977188.973,384336309536.004,746054207846.661,335998557270.104,1273375020.26862,407918078032.869,7034111316.29919,6547420133.69942,71819083683.7403,10167250000.0,1210603726.50843,11451869164.7112,1107640289615.23,10137883299.3156,1460561215.4447,1319264809590.97,154788024805.808,2752131773358.92,17816714954.2442,19373256211.0279,14451902467.9315,8065134528.26894,161618581266.316,22715540324.3032,55671360514.8618,37879869897.8979,117027321306.159,3745670675271.14,5484082947238.32,46802044000.0,11174269934238.3,1259343871534.31,842686435857.552,216907539831.891,3076305452.86506,2318593651988.46,10327598800.6713,2706014719411.22,20440893017.1566,273317736795.885,29744368110.9094,2379818382.99903,39730016667896.0,193536265094.364,10917481688.4711,306470395686.91,7408787819.1302,11384673867589.8,12305428133328.3,926044037993.698,465367890006.917,455778020734.654,940259888792.141,231983616861.122,17465318552.2941,1947919708944.93,11930171468.3796,25825524820.8064,644411111.111111,1053216909887.56,2860958737311.65,3356355572237.43,28279814924.5918,3016383180644.26,11598162273466.9,1800105589.60349,7439743299339.73,42414308116.9239,68640825480.9223,6395712392.23682,975387131716.089,11377996579820.0,3998020176.67364,162691238209.476,15140020223591.0,4756361479.98873,236103982431.635,6763361732.88486,733340860619.747,345581369965.54,9043715355.8881,39583512113898.8,137264061106.043,18141666300.0,88643193061.748,127652859201.041,8355006706.57899,627991717795.738,87276164400.0,208581694893.991,37518685252839.4,3317951468.37027,1196088039743.31,35822408611.5588,11739446873.7749,148630373214.173,1885112201.85278,914823726957.539,915843911815.123,2626380435.17877,423093437423.762,3291353806.39445,1016418229.25159,7428701809.40597,3738297475552.52,2351584608.41123,221758196504.936,3186232377375.87,1196088039743.31,915843911815.123,18369361094.3886,557057829051.453,9977647644.69953,8361613399175.74,19579457966.0538,13814611414000.0,610929629.62963,51521184805861.8,271638484826.109,12756858899.2812,5443896500.0
2007,611561775265.04,451866076568.114,853099630996.31,388691445387.353,1356199364.85882,470324254037.777,8169048374.70783,7625723123.54939,79611888213.148,10618340000.0,1271598044.64669,13120183156.7149,1397084349956.35,10939053365.4786,1697565948.65323,1468820407783.26,173605968179.255,3550342737009.53,20370544322.3074,22394848085.2894,16737071816.38,8771102025.00987,206181826825.28,26884700345.0342,61875367418.5173,43965420072.4107,134977125918.571,4740511155969.64,6508713238524.13,51007777000.0,12862314437968.1,1472131125102.66,1041172754148.08,256052559540.104,3378314599.76402,2657213249384.07,12455410055.7483,3093407362945.18,24827844949.6033,318497937311.799,33567868322.6252,2730968913.99701,43449051641153.5,211597405593.868,12361257680.5627,365993658584.678,9315973989.16572,14151570813598.1,15236201683023.3,1090056250117.38,536919702423.997,547703120153.872,1216735441524.86,269818695592.664,21652505596.7528,2210292636189.43,12799593017.7101,31958195182.2406,689285185.185185,1172614086539.86,3381017765452.48,3954073971906.96,32350248410.8216,3710276424796.77,14370224616892.3,1682016947.22798,9373199378712.17,50888134410.0739,79041294874.4553,8524620739.24074,1052696282278.87,14100981841115.7,4432937045.79897,193547824063.3,15927446063783.3,5731485267.33492,275625684968.615,7423367753.47589,847481522036.682,400937100158.657,10325618017.379,43328429154275.7,152385716311.916,21295984200.0,102170981144.136,155980378253.634,9545177014.1301,759249479344.387,89524131600.0,240190803449.22,40939860510089.0,4068065928.6413,1504193483987.56,45898948564.0593,14005710262.3572,180941941477.009,2158496872.85796,1061798789210.66,1062834816812.04,2936612021.85792,491252589217.021,3469363925.39813,1033561654.0568,8650138068.63161,4731241012333.93,2662612348.44099,262942476722.425,3773438083336.12,1504193483987.56,1062834816812.04,21641620049.9352,681337335021.874,11902564401.3238,10390705416318.9,23410572634.3147,14451858656000.0,684444444.444444,58058524328165.7,299415505152.298,14056957976.2648,5291950100.0
2008,666291101240.713,553031246170.03,1053995523724.26,430294287388.311,1611835901.9063,515223524241.98,9787734516.7416,9451436358.96861,91631278239.3237,10526000000.0,1351338648.58457,16674324634.2373,1695824565983.2,10945070441.9283,1985240986.18508,1552989690721.65,179638496278.574,4594307032667.98,24322959641.2556,26516681614.3498,19788515873.8942,11602893043.0256,242186950900.775,30801744881.0001,70340115887.6869,48122547177.1881,171000653424.751,5990710174842.98,7332883779102.75,61762635000.0,14098918910873.1,1625224842536.99,1342983096308.92,284553976856.599,3523185919.55826,2918382891460.38,15571349775.7848,2921431985294.12,28678701891.0957,354460802695.181,38503862830.6878,3025189399.26172,46180175402672.3,219279678430.164,13881701033.6546,442038283994.499,10386485527.8494,16994315603441.0,18288487233241.6,1300216193680.81,636142375419.021,658088195925.578,1198895582137.51,274819833015.966,18074622987.0185,2398856598798.89,13709402085.3206,35895153327.8497,751233333.333333,1047339010225.25,3912341357763.15,4594982918426.36,40713812309.7316,4196278697520.99,17208551046916.4,1766825412.77296,11652798092621.4,55849686538.7432,92507257783.5697,10725137477.9995,1109989063586.62,16882628091406.8,5321012192.33619,230813897715.69,16272813774721.7,7297600896.86099,337035512676.936,8496998229.39412,947997656364.435,462250000000.0,12545438605.3959,45921299142381.6,170077814106.305,25155888600.0,120550599815.441,181006700916.928,11670840931.8173,956679483956.752,93639300000.0,262344779551.78,43279118157071.1,5177015141.48246,1527472606190.11,54526580231.5568,16853991176.9058,193611986712.842,2505458705.03338,1218500940324.49,1219468115408.05,3532969034.60838,517706149201.196,3294093364.16017,967199593.960157,10393834720.852,5979036789716.26,3323677130.04484,291382991177.698,4407486046724.94,1527472606190.11,1219468115408.05,27871587349.5413,770462156204.38,14440404021.4881,12686349393885.8,30366213119.2928,14712844084000.0,695429629.62963,63708739202937.0,286769839732.726,17910858637.9048,4415702800.0
2009,669232727887.427,492545833170.889,927805183330.879,400172297860.517,1781455092.07114,481345929424.84,9738626509.93364,9450697335.53565,102477791472.39,9981960000.0,1317309445.60202,17339992165.2422,1667019783585.08,10267133177.7334,2059094048.26019,1374625142157.29,172389498444.62,5101703073088.97,24375209177.9302,26122645990.7794,18648373312.4241,9684321633.21977,232397835678.336,30745712006.5307,59411439577.9183,48261033298.2133,137211049535.152,6501452914432.56,7064067869170.23,62519686000.0,12885387842544.4,1485583495415.39,1275476135135.11,252496526813.004,2870624635.68032,2690222283967.77,12113699660.6799,2412389780339.62,26048108185.0534,330000251458.739,37125943564.9873,3165661864.61557,43315283740222.0,214046415026.187,14587496229.1811,448555691372.899,11269821158.975,16486091961327.0,17764478035108.3,1285278003255.95,596482217213.465,685740468150.454,1341886602798.69,235879085857.183,13154414219.207,2191241872742.43,12120460872.8003,37021512048.8158,747862962.962963,943941876218.743,3636380283976.72,4318864633566.09,42066217871.5349,4265473284529.03,16789235164442.9,1740830510.87482,11261036722933.9,51370543206.4462,92897320375.8176,9616879920.50734,900045350649.351,16457153182934.0,6191127665.1963,202257625195.063,15830214167157.3,7352131669.2941,291880204327.419,8298679908.55232,868077243678.8,386190385318.767,12854985464.0764,42996802734965.2,168152775283.032,27116635600.0,120822986521.479,176131709174.763,11619637798.991,868426150790.712,96385600000.0,243701635176.438,40787055338218.2,5671332137.79866,1683456769133.31,49957202646.4102,16145868284.5645,194152286008.938,2453899846.88317,1161020295997.85,1161867602868.66,3875409836.06557,436537014293.554,3580417161.33448,847397850.094417,9290728773.35723,6488689382331.72,3379258564.97242,281710416557.292,4129286680444.94,1683456769133.31,1161867602868.66,19172165225.5015,649272568774.193,25019909334.6707,12191679898405.0,31660911277.0294,14448933025000.0,674922222.222222,60436722711805.0,295936485832.635,15328342303.9575,9665793300.0
2010,803688606377.652,580217267150.154,1146138465603.81,391892746544.69,2032135191.46216,480951629493.033,9535345011.48797,10109618964.2848,115279077465.226,10095760000.0,1377177082.6384,19649631308.1648,2208871646202.82,12786654498.3514,2142591539.43547,1617343367486.26,218537551220.071,6087163874510.73,24908781285.4756,26169323292.5278,21565720044.4634,13135580695.2473,286563105192.456,37658614803.2775,64524447280.9871,53860175555.9961,161207310515.42,7876717091447.72,8576600003890.37,69555367000.0,12626207695632.6,1420722034063.0,1520695276068.36,249181190476.369,3140508835.9485,2642609548930.36,14372591916.4792,2481579504997.81,32197272797.2028,296835346570.223,40676432028.5934,3432913353.27805,45407319739440.4,228637697575.04,15839344591.9842,497633939936.042,11661585823.2282,20019096942601.0,21493059682977.4,1478815100129.72,700019005505.713,774067284792.039,1675615335600.56,222071182064.214,13751161917.7398,2134017843247.16,13220556882.7046,40000088346.8041,760170370.37037,1144066965324.49,4547338067672.41,5354170885284.65,56725749221.9043,5187232128411.47,20365705502197.8,2234731973.55119,13506800567376.6,53212476812.2957,93216746661.5977,9982711030.26388,1057801295584.05,19986264663724.1,6959655570.89098,255016609232.871,16616030620486.3,7851191899.3408,361456622215.721,8758639096.47693,846554894931.084,428757038466.841,16002656434.4746,45115360408643.2,177165635077.065,29440300000.0,147528937028.778,208368726861.407,14250755231.1257,1025517597337.45,98381300000.0,237880908317.652,42550729295926.4,6121234528.98826,2060781195903.17,65633998265.3946,16121314670.9653,239809387605.427,2578026297.15912,1383032723160.15,1384002515295.2,4368398047.64333,495812558843.31,4438778547.23269,969936525.298729,10668102734.8132,7861457204525.05,3429461495.41335,341104820155.464,5159091273821.61,2060781195903.17,1384002515295.2,22157948396.2042,776992599946.766,26558908398.0404,14799032535312.6,40284481651.9021,14992052727000.0,681225925.925926,66162662288516.2,375349442837.24,20265559483.8548,12041655200.0
2011,896256075479.174,658428249866.884,1396649906339.35,431120310088.82,2235820808.72913,522645519183.591,10693321370.036,12080296644.0643,128637938711.386,10070450000.0,1460797903.23406,23963033429.4364,2616200980392.16,15351972361.1477,2437982706.57518,1793326630174.52,252251992029.442,7551500124197.17,25414875503.0784,29375448542.4466,25839749198.8233,15634897272.7645,334943871931.745,42762617081.6522,69668272158.708,58029750745.6495,200013038488.906,9614405505106.71,9609321705096.68,79276664000.0,13617896370499.2,1478772824224.03,1543341244137.24,275243697751.011,3774530615.65916,2861408170264.6,18210308748.2912,2659882040934.51,39337314809.9434,282625610892.477,46876114650.4996,3691384743.32286,49004221045032.1,248513617677.287,17710315005.9999,547155026221.29,13008748131.675,23644990415567.4,25305276926255.1,1662399695257.61,804375869723.147,851164103194.177,1823049927772.05,237644567329.291,15221622925.9319,2291991045770.29,14444655299.8772,41953433591.4101,817759259.259259,1253223044718.99,5310229211102.0,6087219507908.61,65292753005.4665,5906401101271.7,24168276681186.3,2579421686.24912,16459319334580.7,60004630234.4135,101370474295.109,11551821062.3334,1180489601957.61,23754894612896.3,8004000737.30717,297951960784.314,17342220425174.5,8772951261.81807,404993594133.582,9774351930.71802,904085980796.018,498283438454.281,21621710002.5111,48515594707909.4,213587413183.996,34686200000.0,171761737046.585,234216930369.796,17984910501.8979,1182591832186.5,100351700000.0,244797226567.109,45685931119833.1,6881038269.61727,2274545488716.22,57892238677.5557,17814284622.1718,279351168707.267,2942546781.04548,1553736832741.49,1554802475477.04,4422276621.78703,574094112972.733,4820499497.32134,1065826669.89742,12172309522.6171,9595886477860.35,3872459249.74631,370819140946.553,5885324240937.12,2274545488716.22,1554802475477.04,25433011405.3017,838762755164.179,27752046902.446,17848493511624.6,47962439303.7247,15542581104000.0,676129629.62963,73479856565982.9,416418874936.304,23459515275.5776,14101920300.0
